維克多·雨果	法国	政府有時會做強盜，但是人民永遠不當強盜。	
維克多·雨果	法国	降臨在人生的無上幸福，便是確信我們被愛著。	
維克多·雨果	法国	谁虚度年华，青春就要褪色，生命就会抛弃他们。	
維克多·雨果	法国	我要提出抗議，治人者所犯的罪惡與治於人者不相干。	
維克多·雨果	法国	黑暗籠罩著整個世界，但理想卻光芒四射，無比燦爛。	
維克多·雨果	法国	當他了解到富裕存在，而富裕仍忽視他的那一刻，悲壯的結局已然無法避免。	
維克多·雨果	法国	世界上最寬闊的東西是海洋，比海洋更寬闊的是天空，比天空更寬闊的是人的胸懷。	
維克多·雨果	法国	詩人的兩隻眼睛，一隻為人類而生，另一隻為大自然而生。第一隻叫觀察，第二隻叫想像。	
維克多·雨果	法国	丑就在美的旁边，畸形靠近着优美，丑怪藏在崇高的背后，恶与善并存，黑暗与光明相共。	出自：《克伦威尔序》
維克多·雨果	法国	盡量少犯錯誤，這是人的準則；不犯錯誤，那是天使的夢想。塵世上的一切都是免不了錯誤的。	
維克多·雨果	法国	人并不是只有一個圓心的圓圈；它是一個有兩個焦點的橢圓形。事物是一個點，思想是另一個點。	
維克多·雨果	法国	人的智慧掌握着三把钥匙，一把开启数字，一把开启字母，一把开启音符。知识、思想、幻想就在其中。	
巴爾扎克	法国	谁自重，谁就会得到尊重。	
巴爾扎克	法国	人民大众难道就那么健忘吗？	
巴爾扎克	法国	生活的智慧大概就在于遇事问个为什么。	
巴爾扎克	法国	躬身自問和沉思默想會充實我們的頭腦。	
巴爾扎克	法国	一個能思想的人，才真是一個力量無邊的人。	
巴爾扎克	法国	试问哪个人没有欲望，哪种社会欲望可以不靠金钱便能满足呢？	《欧也妮·葛朗台》
巴爾扎克	法国	（葛朗台先生取得了新的贵族称号。）尽管我们酷爱平等，这种称号却是永远也消灭不了的。	《欧也妮·葛朗台》
巴爾扎克	法国	女人愛上了我們，一切都不計較，那怕是我們的罪惡；一旦她們不愛我們了，便把我們看得一文不值，連我們的優點都在內。	
左拉	法国	每一個人可能的最大幸福是在全體人所實現的最大幸福之中。	
伏爾泰	法国	自私是永远存在的	
伏爾泰	法国	熱愛真理；原諒錯誤	
伏爾泰	法国	不工作，和死亡是一樣的。	
伏爾泰	法国	出處：《风俗论》第一〇二章	
伏爾泰	法国	出處：《风俗论》第一九五章	
伏爾泰	法国	我的職業，就是說我要說的話。	
伏爾泰	法国	我熱愛快樂與生命，更勝熱愛真理。	
伏爾泰	法国	我行了一點善，那是我最好的作品。	
伏爾泰	法国	不经巨大的困难，不会有伟大的事业。	
伏爾泰	法国	假使你不願自殺，你最好找點工作做。	
伏爾泰	法国	除了懶人之外，所有的人都是善良的。	
伏爾泰	法国	人世間所有的榮華富貴不如一個好朋友。	
伏爾泰	法国	沒有引言的字典就如同一具空洞的骨架。	
伏爾泰	法国	假如上帝並不存在，那就必須把祂造出來。	
伏爾泰	法国	願每個人都能藉由自己喜愛的路走向於神。	
伏爾泰	法国	寧可誤放一個犯人而不冤枉任何一位無辜者。	
